id,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition1,condition2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior1st,exterior2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type1,bsmt_fin_sf1,bsmt_fin_type2,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price
420,20,rl,65.0,8450,pave,,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,1_fam,1_story,5,6,1968,1968,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,ta,ta,c_block,ta,ta,no,blq,775,unf,0,281,1056,gas_a,ex,y,s_brkr,1056,0,0,1056,1,0,1,0,3,1,ta,6,typ,1,fa,attchd,1968.0,unf,1,304,ta,ta,y,0,85,184,0,0,0,,,,0,7,2010,wd,normal,142000
421,90,rm,78.0,7060,pave,,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,duplex,s_foyer,7,5,1997,1998,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,200.0,ta,gd,p_conc,gd,gd,gd,glq,1309,unf,0,35,1344,gas_a,ex,y,s_brkr,1344,0,0,1344,2,0,2,0,2,2,ta,8,typ,0,,attchd,1997.0,fin,4,784,ta,ta,y,0,0,0,0,0,0,,,,0,11,2008,wd,alloca,206300
422,20,rl,,16635,pave,,ir1,lvl,all_pub,fr2,gtl,nw_ames,norm,norm,1_fam,1_story,6,7,1977,2000,gable,comp_shg,cemnt_bd,cment_bd,stone,126.0,gd,ta,c_block,gd,ta,no,alq,1246,unf,0,356,1602,gas_a,gd,y,s_brkr,1602,0,0,1602,0,1,2,0,3,1,gd,8,typ,1,ta,attchd,1977.0,fin,2,529,ta,ta,y,240,0,0,0,0,0,,,,0,6,2009,wd,normal,215000
423,20,rl,100.0,21750,pave,,reg,hls,all_pub,inside,mod,mitchel,artery,norm,1_fam,1_story,5,5,1954,1954,hip,comp_shg,hd_board,hd_board,,0.0,ta,ta,c_block,ta,ta,no,unf,0,unf,0,988,988,gas_a,ex,y,fuse_a,988,0,0,988,0,0,1,0,2,1,ta,4,typ,0,,attchd,1954.0,r_fn,2,520,ta,ta,n,0,0,0,0,0,0,,,,0,2,2008,wd,normal,113000
424,60,rl,80.0,9200,pave,,reg,lvl,all_pub,inside,gtl,no_ridge,norm,norm,1_fam,2_story,8,5,1998,1998,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,473.0,gd,ta,p_conc,gd,ta,no,glq,986,unf,0,484,1470,gas_a,gd,y,s_brkr,1470,1160,0,2630,1,0,2,1,4,1,gd,8,typ,1,ta,attchd,1998.0,fin,3,696,ta,ta,y,0,66,0,0,0,0,,,,0,6,2008,wd,normal,315000
425,20,rl,72.0,9000,pave,,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,1_fam,1_story,6,5,1956,1956,gable,comp_shg,wd_sdng,wd_sdng,brk_face,74.0,ta,ta,c_block,gd,ta,no,lw_q,616,unf,0,580,1196,gas_a,gd,y,fuse_a,1196,0,0,1196,1,0,1,0,2,1,ta,6,typ,1,gd,attchd,1956.0,r_fn,1,297,ta,ta,y,0,44,0,0,0,0,,,,0,5,2008,wd,normal,139000
426,60,rm,60.0,3378,pave,grvl,reg,hls,all_pub,inside,gtl,old_town,norm,norm,1_fam,2_story,7,8,1946,1992,gable,comp_shg,hd_board,hd_board,,0.0,ta,gd,c_block,ta,ta,no,unf,0,unf,0,651,651,gas_a,gd,y,s_brkr,707,682,0,1389,0,0,1,1,3,1,ta,6,typ,2,gd,detchd,1947.0,unf,1,240,ta,ta,p,0,0,126,0,0,0,,,,0,9,2009,wd,normal,135000
427,80,rl,,12800,pave,,reg,low,all_pub,inside,mod,sawyer_w,norm,norm,1_fam,s_lvl,7,5,1989,1989,gable,comp_shg,wd_sdng,wd_sdng,brk_face,145.0,gd,ta,p_conc,gd,ta,gd,glq,1518,unf,0,0,1518,gas_a,gd,y,s_brkr,1644,0,0,1644,1,1,2,0,2,1,gd,5,typ,1,ta,attchd,1989.0,fin,2,569,ta,ta,y,80,0,0,0,396,0,,,,0,8,2009,wd,normal,275000
428,20,rl,77.0,8593,pave,,ir1,lvl,all_pub,inside,gtl,n_ames,norm,norm,1_fam,1_story,4,6,1957,1957,hip,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,c_block,ta,ta,no,rec,288,unf,0,619,907,gas_a,ex,y,s_brkr,907,0,0,907,0,0,1,0,3,1,ta,5,typ,0,,detchd,1964.0,unf,1,352,ta,ta,y,0,0,0,0,0,0,,,,0,7,2008,wd,normal,109008
429,20,rl,64.0,6762,pave,,reg,lvl,all_pub,inside,gtl,collg_cr,norm,norm,1_fam,1_story,7,5,2007,2007,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,108.0,gd,ta,p_conc,gd,ta,no,glq,664,unf,0,544,1208,gas_a,ex,y,s_brkr,1208,0,0,1208,1,0,2,0,2,1,gd,6,typ,0,,attchd,2007.0,r_fn,2,628,ta,ta,y,105,54,0,0,0,0,,,,0,9,2007,new,partial,195400
430,20,rl,130.0,11457,pave,,ir1,lvl,all_pub,corner,gtl,timber,norm,norm,1_fam,1_story,6,5,1988,1988,gable,comp_shg,hd_board,hd_board,,0.0,ta,ta,c_block,gd,ta,mn,glq,1005,unf,0,387,1392,gas_a,ta,y,s_brkr,1412,0,0,1412,1,0,2,0,3,1,gd,6,typ,1,ta,attchd,1988.0,unf,2,576,ta,ta,y,0,0,169,0,0,0,,,,0,3,2009,wd,normal,175000
431,160,rm,21.0,1680,pave,,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twnhs,2_story,6,5,1971,1971,gable,comp_shg,hd_board,hd_board,brk_face,232.0,ta,ta,c_block,ta,ta,no,alq,387,unf,0,96,483,gas_a,ta,y,s_brkr,483,504,0,987,0,0,1,1,2,1,ta,4,typ,0,,detchd,1971.0,unf,1,264,ta,ta,y,0,0,0,0,0,0,,,,0,7,2008,cod,abnorml,85400
432,50,rm,60.0,5586,pave,,ir1,bnk,all_pub,inside,gtl,old_town,feedr,norm,1_fam,1.5_fin,6,7,1920,1998,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,901,901,gas_a,gd,y,s_brkr,1088,110,0,1198,0,0,1,0,4,1,ta,7,typ,0,,,,,0,0,,,n,0,98,0,0,0,0,,mn_prv,,0,9,2008,con_ld,abnorml,79900
433,160,rm,24.0,1920,pave,,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twnhs_e,2_story,5,5,1971,1971,gable,comp_shg,hd_board,hd_board,brk_face,376.0,ta,ta,c_block,ta,ta,no,alq,471,unf,0,294,765,gas_a,ex,y,s_brkr,765,600,0,1365,1,0,1,1,2,1,ta,6,min1,0,,detchd,1971.0,unf,2,440,ta,ta,y,240,36,0,0,0,0,,,,0,8,2007,wd,normal,122500
434,60,rl,100.0,10839,pave,,ir1,lvl,all_pub,corner,gtl,gilbert,norm,norm,1_fam,2_story,6,5,1997,1998,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,ta,ta,p_conc,gd,ta,no,unf,0,unf,0,926,926,gas_a,ex,y,s_brkr,926,678,0,1604,0,0,2,1,3,1,ta,7,typ,1,ta,attchd,1997.0,fin,2,470,ta,ta,y,0,36,0,0,0,0,,,,0,7,2008,wd,normal,181000
435,180,rm,21.0,1890,pave,,reg,lvl,all_pub,inside,gtl,meadow_v,norm,norm,twnhs,s_foyer,4,7,1972,1972,gable,comp_shg,cemnt_bd,cment_bd,,0.0,ta,gd,c_block,gd,ta,av,alq,495,unf,0,135,630,gas_a,gd,y,s_brkr,630,0,0,630,1,0,1,0,1,1,ta,3,typ,0,,,,,0,0,,,y,88,0,0,0,0,0,,,,0,6,2008,wd,normal,81000
436,60,rl,43.0,10667,pave,,ir2,lvl,all_pub,cul_d_sac,gtl,collg_cr,pos_n,norm,1_fam,2_story,7,6,1996,1996,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,gd,ta,av,glq,385,alq,344,70,799,gas_a,ex,y,s_brkr,827,834,0,1661,1,0,2,1,3,1,gd,6,typ,1,ta,attchd,1996.0,r_fn,2,550,ta,ta,y,158,61,0,0,0,0,,,,0,4,2009,con_lw,normal,212000
437,50,rm,40.0,4400,pave,,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,1.5_fin,6,8,1920,1950,gable,comp_shg,stucco,stucco,,0.0,ta,ta,brk_til,fa,ta,no,unf,0,unf,0,648,648,gas_a,ta,y,fuse_a,734,384,0,1118,0,0,1,0,2,1,ta,6,typ,0,,detchd,1990.0,unf,2,440,ta,ta,y,0,0,0,0,0,0,,,,0,10,2006,wd,normal,116000
438,45,rm,50.0,6000,pave,,reg,lvl,all_pub,inside,gtl,brk_side,norm,norm,1_fam,1.5_unf,6,7,1926,2004,gable,comp_shg,wd_sdng,wd_sdng,,0.0,gd,ta,p_conc,ta,ta,no,unf,0,unf,0,884,884,gas_a,gd,y,s_brkr,904,0,0,904,0,0,1,0,2,1,ta,4,typ,0,,detchd,1926.0,unf,1,180,ta,ta,y,0,0,105,0,0,0,,,,0,1,2009,wd,normal,119000
439,30,rl,40.0,4280,pave,,reg,lvl,all_pub,inside,gtl,crawfor,norm,norm,1_fam,1_story,5,6,1913,2002,gable,comp_shg,wd_shng,stucco,,0.0,ta,ta,p_conc,ta,ta,no,lw_q,365,unf,0,75,440,gas_a,ta,n,s_brkr,694,0,0,694,0,0,1,0,2,1,gd,4,typ,1,gd,detchd,1990.0,unf,1,352,gd,ta,p,0,0,34,0,0,0,,mn_prv,,0,3,2007,wd,normal,90350
440,50,rl,67.0,12354,pave,grvl,reg,lvl,all_pub,corner,gtl,edwards,norm,norm,1_fam,1.5_fin,6,8,1920,2000,gable,comp_shg,wd_sdng,wd_sdng,,0.0,ta,ta,brk_til,ta,fa,mn,unf,0,unf,0,684,684,gas_a,gd,y,s_brkr,684,512,0,1196,0,0,1,0,3,1,gd,7,typ,0,,detchd,2005.0,unf,2,528,ta,ta,y,0,46,0,0,0,0,,gd_prv,shed,800,8,2009,con_li,normal,110000
441,20,rl,105.0,15431,pave,,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,1_fam,1_story,10,5,2008,2008,hip,comp_shg,vinyl_sd,vinyl_sd,stone,200.0,ex,ta,p_conc,ex,ta,gd,glq,1767,alq,539,788,3094,gas_a,ex,y,s_brkr,2402,0,0,2402,1,0,2,0,2,1,ex,10,typ,2,gd,attchd,2008.0,fin,3,672,ta,ta,y,0,72,0,0,170,0,,,,0,4,2009,wd,normal,555000
442,90,rl,92.0,12108,pave,,reg,lvl,all_pub,inside,gtl,edwards,norm,norm,duplex,1_story,4,4,1955,1955,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,270.0,ta,ta,c_block,ta,ta,no,alq,133,unf,0,1307,1440,gas_a,ta,n,fuse_f,1440,0,0,1440,0,0,2,0,4,2,fa,8,typ,0,,,,,0,0,,,y,0,0,0,0,0,0,,,,0,9,2008,wd,normal,118000
443,50,rm,52.0,6240,pave,,reg,lvl,all_pub,inside,gtl,brk_side,norm,norm,1_fam,1.5_fin,5,7,1930,1992,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,p_conc,ta,ta,no,unf,0,unf,0,1078,1078,gas_a,ta,y,s_brkr,1128,445,0,1573,0,0,2,0,3,1,ta,8,typ,1,gd,detchd,1930.0,unf,2,360,ta,ta,p,0,0,0,0,0,0,,,,0,6,2008,wd,normal,162900
444,120,rl,53.0,3922,pave,,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twnhs_e,1_story,7,5,2006,2007,gable,comp_shg,wd_shng,wd_shng,brk_face,72.0,gd,ta,p_conc,ex,ta,av,unf,0,unf,0,1258,1258,gas_a,ex,y,s_brkr,1258,0,0,1258,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2007.0,fin,3,648,ta,ta,y,144,16,0,0,0,0,,,,0,6,2007,new,partial,172500
445,60,rl,70.0,8750,pave,,reg,lvl,all_pub,inside,gtl,collg_cr,norm,norm,1_fam,2_story,7,5,1994,1995,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,gd,p_conc,gd,ta,no,glq,642,unf,0,273,915,gas_a,ex,y,s_brkr,933,975,0,1908,1,0,2,1,4,1,gd,8,typ,1,ta,attchd,1994.0,unf,2,493,ta,ta,y,144,133,0,0,0,0,,,,0,7,2008,wd,normal,210000
446,20,rl,73.0,9855,pave,,reg,lvl,all_pub,corner,gtl,edwards,norm,norm,1_fam,1_story,6,5,1956,1956,hip,comp_shg,wd_sdng,wd_sdng,,0.0,ta,ta,c_block,ta,ta,no,unf,0,unf,0,1436,1436,gas_a,fa,y,s_brkr,1689,0,0,1689,0,0,1,0,3,1,ta,7,typ,1,gd,attchd,1956.0,unf,2,480,ta,ta,y,0,0,0,0,0,0,,mn_prv,,0,11,2009,cod,normal,127500
447,20,rl,137.0,16492,pave,,ir1,lvl,all_pub,corner,gtl,n_ames,pos_a,norm,1_fam,1_story,6,6,1966,2002,gable,comp_shg,brk_face,plywood,,0.0,gd,ta,c_block,ta,ta,no,alq,247,rec,713,557,1517,gas_a,ex,y,s_brkr,1888,0,0,1888,0,0,2,1,2,1,gd,6,mod,1,gd,attchd,1966.0,fin,2,578,ta,ta,y,0,0,0,0,0,0,,,,0,6,2010,wd,normal,190000
448,60,rl,,11214,pave,,ir1,lvl,all_pub,corner,gtl,gilbert,norm,norm,1_fam,2_story,7,5,1998,1999,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,930,930,gas_a,gd,y,s_brkr,956,930,0,1886,0,0,2,1,4,1,gd,10,typ,1,ta,attchd,1998.0,fin,2,431,ta,ta,y,89,0,0,0,0,0,,,,0,7,2006,wd,normal,199900
449,50,rm,50.0,8600,pave,,reg,bnk,all_pub,inside,gtl,idotrr,norm,norm,1_fam,1.5_fin,6,6,1937,1950,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,780,780,gas_a,ta,y,s_brkr,780,596,0,1376,0,0,2,0,3,1,ta,7,typ,1,gd,detchd,1937.0,unf,1,198,ta,ta,n,0,0,0,0,0,0,,,,0,6,2006,wd,normal,119500
450,50,rm,50.0,6000,pave,,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,1.5_fin,3,7,1948,2002,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,gd,c_block,ta,ta,no,alq,331,unf,0,318,649,gas_a,ex,y,s_brkr,679,504,0,1183,0,0,1,1,2,1,ta,6,typ,0,,detchd,1981.0,unf,1,308,ta,ta,y,0,176,0,0,0,0,,,,0,6,2007,wd,normal,120000
451,30,rm,70.0,5684,pave,,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,1_story,6,8,1930,2005,hip,comp_shg,wd_sdng,wd_sdng,,0.0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,813,813,gas_a,ex,y,fuse_a,813,0,0,813,0,0,1,0,2,1,gd,5,typ,0,,detchd,1932.0,unf,1,270,fa,fa,n,0,113,0,0,0,0,,,,0,6,2006,wd,normal,110000
452,20,rl,62.0,70761,pave,,ir1,low,all_pub,inside,mod,clear_cr,norm,norm,1_fam,1_story,7,5,1975,1975,gable,wd_shngl,plywood,plywood,,0.0,ta,ta,c_block,gd,ta,gd,alq,655,unf,0,878,1533,gas_a,ta,y,s_brkr,1533,0,0,1533,1,0,2,0,2,1,gd,5,typ,2,ta,attchd,1975.0,unf,2,576,ta,ta,y,200,54,0,0,0,0,,,,0,12,2006,wd,normal,280000
453,60,rl,,9303,pave,,ir1,lvl,all_pub,corner,gtl,timber,norm,norm,1_fam,2_story,6,5,1996,1997,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,42.0,gd,ta,p_conc,ex,ta,no,alq,742,unf,0,130,872,gas_a,ex,y,s_brkr,888,868,0,1756,1,0,2,1,3,1,ta,7,typ,0,,attchd,1996.0,fin,2,422,ta,ta,y,144,122,0,0,0,0,,,,0,7,2007,wd,normal,204000
454,60,fv,75.0,9000,pave,,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,1_fam,2_story,8,5,2008,2008,gable,comp_shg,vinyl_sd,vinyl_sd,,0.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,768,768,gas_a,ex,y,s_brkr,786,804,0,1590,0,0,2,1,3,1,gd,6,typ,0,,attchd,2008.0,r_fn,2,676,ta,ta,y,0,30,0,0,0,0,,,,0,6,2009,wd,normal,210000
455,90,rl,63.0,9297,pave,,reg,lvl,all_pub,inside,gtl,mitchel,norm,norm,duplex,1_story,5,5,1976,1976,gable,comp_shg,plywood,plywood,,0.0,ta,ta,c_block,ta,ta,no,alq,1606,unf,0,122,1728,gas_a,ta,y,s_brkr,1728,0,0,1728,2,0,2,0,4,2,ta,8,typ,0,,detchd,1976.0,unf,2,560,ta,ta,y,0,0,0,0,0,0,,,,0,7,2006,wd,family,188000
456,20,rl,80.0,9600,pave,,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,1_fam,1_story,7,6,1973,1973,hip,comp_shg,hd_board,hd_board,brk_face,320.0,ta,ta,c_block,ta,ta,no,alq,916,unf,0,326,1242,gas_a,fa,y,s_brkr,1242,0,0,1242,0,0,1,1,3,1,ta,6,typ,1,ta,attchd,1973.0,unf,2,528,ta,ta,y,0,0,0,0,0,0,,,,0,9,2007,wd,normal,175500
457,70,rm,34.0,4571,pave,grvl,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,2_story,5,5,1916,1950,gable,comp_shg,asb_shng,asb_shng,,0.0,ta,ta,brk_til,ta,ta,no,unf,0,unf,0,624,624,gas_a,fa,n,s_brkr,624,720,0,1344,0,0,1,0,4,1,ta,7,typ,0,,detchd,1916.0,unf,3,513,fa,fa,y,0,0,96,0,0,0,,,,0,5,2008,cod,abnorml,98000
458,20,rl,,53227,pave,,ir1,low,all_pub,cul_d_sac,mod,clear_cr,norm,norm,1_fam,1_story,4,6,1954,1994,flat,tar&_grv,plywood,plywood,,0.0,ta,ta,c_block,gd,ta,gd,blq,1116,unf,0,248,1364,gas_a,ex,y,s_brkr,1663,0,0,1663,1,0,1,0,2,1,gd,6,min1,2,gd,attchd,1954.0,fin,2,529,ta,ta,y,224,137,0,0,0,0,,,,0,3,2008,wd,normal,256000
459,70,rm,,5100,pave,grvl,reg,lvl,all_pub,inside,gtl,old_town,norm,norm,1_fam,2_story,8,7,1925,1996,hip,comp_shg,stucco,wd_shng,,0.0,ta,gd,p_conc,ta,ta,no,unf,0,unf,0,588,588,gas_a,fa,y,s_brkr,833,833,0,1666,0,0,1,0,3,1,gd,7,typ,1,gd,detchd,1925.0,unf,1,228,ta,ta,y,192,63,0,0,0,0,,mn_prv,,0,6,2008,wd,normal,161000
460,50,rl,,7015,pave,,ir1,bnk,all_pub,corner,gtl,brk_side,norm,norm,1_fam,1.5_fin,5,4,1950,1950,gable,comp_shg,metal_sd,metal_sd,brk_cmn,161.0,ta,ta,c_block,ta,ta,no,lw_q,185,unf,0,524,709,gas_a,ta,y,s_brkr,979,224,0,1203,1,0,1,0,3,1,gd,5,typ,1,ta,detchd,1950.0,unf,1,352,ta,ta,y,0,0,248,0,0,0,,,,0,7,2009,wd,normal,110000
461,60,fv,75.0,8004,pave,,ir1,lvl,all_pub,inside,gtl,somerst,rr_an,norm,1_fam,2_story,8,5,2009,2009,gable,comp_shg,vinyl_sd,vinyl_sd,stone,110.0,gd,ta,p_conc,gd,ta,no,glq,544,unf,0,288,832,gas_a,ex,y,s_brkr,832,1103,0,1935,1,0,2,1,3,1,ta,8,typ,0,,built_in,2009.0,fin,2,552,ta,ta,y,0,150,0,0,0,0,,,,0,12,2009,new,partial,263435
462,70,rl,60.0,7200,pave,,reg,lvl,all_pub,inside,gtl,swisu,feedr,norm,1_fam,2_story,7,9,1936,2007,gable,comp_shg,wd_sdng,wd_sdng,,0.0,gd,gd,p_conc,gd,gd,no,alq,350,blq,210,0,560,gas_a,ex,y,s_brkr,575,560,0,1135,1,0,1,0,3,1,gd,6,typ,0,,detchd,1971.0,r_fn,2,576,ta,ta,y,256,0,0,0,0,0,,mn_prv,,0,4,2009,wd,normal,155000
463,20,rl,60.0,8281,pave,,ir1,lvl,all_pub,inside,gtl,sawyer,norm,norm,1_fam,1_story,5,5,1965,1965,gable,comp_shg,metal_sd,metal_sd,,0.0,ta,ta,c_block,ta,ta,no,rec,553,blq,311,0,864,gas_a,gd,y,s_brkr,864,0,0,864,0,0,1,0,3,1,ta,5,typ,1,po,detchd,1965.0,unf,1,360,ta,ta,y,0,0,236,0,0,0,,gd_wo,,0,12,2009,wd,normal,62383
464,70,rl,74.0,11988,pave,,ir1,hls,all_pub,inside,mod,crawfor,norm,norm,1_fam,2_story,6,7,1934,1995,hip,comp_shg,stucco,stucco,,0.0,ta,ta,c_block,ta,ta,no,lw_q,326,unf,0,389,715,gas_a,fa,y,fuse_a,849,811,0,1660,0,0,1,1,3,1,ta,6,typ,1,gd,detchd,1939.0,unf,1,240,ta,ta,y,0,0,0,0,0,0,,,,0,8,2008,wd,normal,188700
465,20,rl,60.0,8430,pave,,reg,hls,all_pub,inside,mod,collg_cr,norm,norm,1_fam,1_story,5,5,1978,1978,gable,comp_shg,hd_board,hd_board,brk_face,136.0,ta,ta,c_block,gd,ta,no,rec,616,unf,0,424,1040,gas_a,ta,y,s_brkr,1040,0,0,1040,0,0,2,0,3,1,ta,5,typ,0,,,,,0,0,,,y,0,0,0,0,0,0,,,,0,8,2009,wd,normal,124000
466,120,rm,,3072,pave,,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twnhs_e,1_story,7,5,2004,2004,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,18.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1375,1375,gas_a,ex,y,s_brkr,1414,0,0,1414,0,0,2,0,2,1,gd,6,typ,1,ta,attchd,2004.0,fin,2,398,ta,ta,y,144,20,0,0,0,0,,,,0,5,2006,wd,normal,178740
467,20,rl,85.0,10628,pave,,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,1_fam,1_story,7,5,1970,1970,flat,tar&_grv,plywood,plywood,,0.0,ta,gd,c_block,ta,gd,gd,glq,778,unf,0,499,1277,gas_a,ta,y,s_brkr,1277,0,0,1277,1,0,1,0,2,1,ta,5,typ,1,po,attchd,1970.0,unf,2,526,ta,ta,y,0,0,0,0,176,0,,gd_wo,,0,4,2007,wd,normal,167000
468,70,rl,79.0,9480,pave,,reg,lvl,all_pub,inside,gtl,n_ames,artery,norm,1_fam,2_story,5,7,1942,1995,gable,comp_shg,metal_sd,metal_sd,stone,224.0,ta,ta,c_block,ta,ta,no,lw_q,386,unf,0,342,728,gas_a,ex,y,s_brkr,888,756,0,1644,0,0,1,1,3,1,gd,7,typ,2,gd,attchd,1942.0,unf,1,312,ta,ta,y,168,0,0,0,0,0,,,,0,6,2007,wd,normal,146500
469,20,rl,98.0,11428,pave,,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,1_fam,1_story,8,5,2006,2006,gable,comp_shg,vinyl_sd,vinyl_sd,stone,248.0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1626,1626,gas_a,ex,y,s_brkr,1634,0,0,1634,0,0,2,0,3,1,gd,7,typ,1,gd,attchd,2006.0,r_fn,3,866,ta,ta,y,0,44,0,0,0,0,,,,0,5,2007,wd,normal,250000
470,60,rl,76.0,9291,pave,,ir1,lvl,all_pub,corner,gtl,sawyer_w,rr_ne,norm,1_fam,2_story,6,5,1993,1993,gable,comp_shg,hd_board,hd_board,brk_face,120.0,gd,ta,p_conc,gd,ta,no,glq,426,unf,0,406,832,gas_a,ex,y,s_brkr,832,878,0,1710,0,0,2,1,3,1,gd,7,typ,0,,attchd,1993.0,r_fn,2,506,ta,ta,y,144,70,0,0,0,0,,,,0,6,2008,wd,normal,187000
471,120,rl,,6820,pave,,ir1,lvl,all_pub,corner,gtl,stone_br,norm,norm,twnhs_e,1_story,8,5,1985,1985,gable,comp_shg,hd_board,hd_board,,0.0,gd,ta,p_conc,gd,ta,av,glq,368,blq,1120,0,1488,gas_a,ta,y,s_brkr,1502,0,0,1502,1,0,1,1,1,1,gd,4,typ,0,,attchd,1985.0,r_fn,2,528,ta,ta,y,0,54,0,0,140,0,,,,0,6,2010,wd,normal,212000
472,60,rl,92.0,11952,pave,,reg,lvl,all_pub,inside,gtl,nw_ames,pos_a,norm,1_fam,2_story,7,6,1977,1977,mansard,wd_shake,wd_shng,plywood,,0.0,ta,ta,c_block,gd,ta,no,unf,0,unf,0,808,808,gas_a,ta,y,s_brkr,1161,808,0,1969,0,0,2,1,3,1,ta,8,typ,1,gd,attchd,1977.0,r_fn,2,534,ta,ta,y,0,0,0,0,276,0,,,,0,11,2007,wd,normal,190000
473,180,rm,35.0,3675,pave,,reg,lvl,all_pub,inside,gtl,edwards,norm,norm,twnhs_e,s_lvl,6,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,80.0,ta,ta,p_conc,gd,ta,gd,glq,459,unf,0,88,547,gas_a,ex,y,s_brkr,1072,0,0,1072,1,0,1,0,2,1,ta,5,typ,0,,basment,2005.0,r_fn,2,525,ta,ta,y,0,28,0,0,0,0,,,,0,6,2008,wd,normal,148000
474,20,rl,110.0,14977,pave,,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,1_fam,1_story,8,5,2006,2007,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,304.0,gd,ta,p_conc,ex,ta,gd,glq,1350,unf,0,626,1976,gas_a,ex,y,s_brkr,1976,0,0,1976,1,0,2,0,2,1,gd,7,typ,1,ex,attchd,2006.0,r_fn,3,908,ta,ta,y,250,63,0,0,0,0,,,,0,7,2007,new,partial,440000
475,120,rl,41.0,5330,pave,,reg,lvl,all_pub,inside,gtl,stone_br,norm,norm,twnhs_e,1_story,8,5,2000,2000,gable,comp_shg,cemnt_bd,cment_bd,,0.0,gd,ta,p_conc,gd,ta,av,glq,1196,unf,0,298,1494,gas_a,ex,y,s_brkr,1652,0,0,1652,1,0,2,0,2,1,ex,6,typ,0,,attchd,2000.0,r_fn,2,499,ta,ta,y,96,48,0,0,0,0,,,,0,8,2007,wd,normal,251000
476,20,rl,80.0,8480,pave,,reg,lvl,all_pub,corner,gtl,sawyer,norm,norm,1_fam,1_story,5,6,1963,1963,hip,comp_shg,hd_board,hd_board,,0.0,ta,ta,c_block,ta,ta,no,glq,630,unf,0,340,970,gas_a,ta,y,s_brkr,970,0,0,970,1,0,1,0,2,1,ta,5,typ,0,,detchd,1996.0,unf,2,624,ta,ta,y,0,24,0,0,192,0,,,,0,7,2007,wd,normal,132500
